Sample Number (10000 samples per second),LoadCell (),X1 (),X2 (),X3 (),EPOSPosition (),EPOSCurrent ()
4034,363.77,3.27,19.77,-7175.72,32852.0,2022.0
4035,389.99,3.37,-16.11,7502.38,32723.0,1490.0
4036,368.38,3.29,21.4,-7773.48,32802.0,3347.0
4037,392.18,3.4,-17.47,8035.51,33060.0,63435.0
4038,361.75,3.31,22.71,-8469.38,33115.0,4293.0
4039,358.57,3.42,-19.64,8178.75,33381.0,62881.0
4040,328.18,3.33,21.26,-8590.29,33441.0,4201.0
4041,317.85,3.43,-21.69,8171.23,33719.0,62789.0
4042,293.65,3.32,19.16,-8438.33,33781.0,4244.0
4043,286.67,3.42,-23.03,8107.13,34076.0,63133.0
4044,281.76,3.3,17.51,-7975.02,34138.0,65500.0
4045,296.83,3.39,-22.37,8101.27,34145.0,61932.0
4046,303.85,3.28,18.14,-7737.03,33879.0,2014.0
4047,335.0,3.37,-20.55,8178.65,33809.0,61226.0
4048,342.93,3.27,20.34,-7814.65,33493.0,2713.0
4049,371.78,3.37,-18.73,8188.15,33418.0,61117.0
4050,366.89,3.28,22.21,-8098.57,33088.0,2757.0
4051,391.93,3.39,-18.28,8377.18,32940.0,62458.0
4052,370.5,3.3,23.61,-8622.91,32728.0,2108.0
4053,367.42,3.41,-19.51,8325.25,32946.0,62451.0
4054,353.21,3.32,22.12,-8414.45,33178.0,4648.0
4055,339.67,3.43,-19.96,7922.46,33543.0,63320.0
4056,306.49,3.33,19.66,-8386.49,33727.0,4152.0
4057,293.39,3.42,-22.28,7927.92,34094.0,63526.0
4058,278.3,3.31,17.36,-8006.95,34234.0,63001.0
4059,281.44,3.4,-22.67,7896.2,34162.0,62177.0
4060,285.53,3.29,16.81,-7587.67,33926.0,2099.0
4061,314.78,3.37,-21.13,8004.52,33896.0,61417.0
4062,324.46,3.27,18.89,-7599.75,33673.0,1696.0
4063,355.64,3.36,-19.1,8034.43,33594.0,61149.0
4064,358.32,3.26,21.07,-7789.65,33302.0,2466.0
4065,386.14,3.37,-17.88,8135.21,33232.0,61133.0
4066,369.8,3.28,22.8,-8283.23,32942.0,3092.0
4067,390.96,3.39,-18.62,8478.51,32885.0,62604.0
4068,365.77,3.3,23.77,-8796.09,32807.0,3683.0
4069,368.91,3.42,-20.21,8621.1,33032.0,62820.0
4070,334.34,3.32,22.9,-9110.35,33099.0,3793.0
4071,324.99,3.43,-22.65,8694.46,33401.0,63085.0
4072,297.43,3.32,20.82,-9019.19,33455.0,4347.0
4073,287.01,3.42,-24.28,8602.6,33750.0,62757.0
4074,277.88,3.3,18.74,-8542.4,33794.0,4718.0
4075,286.42,3.4,-23.98,8525.92,34083.0,62931.0
4076,303.43,3.28,18.65,-7946.02,33942.0,2529.0
4077,326.09,3.37,-21.08,8212.74,33793.0,61817.0
4078,342.68,3.26,19.99,-7670.17,33500.0,2388.0
4079,374.26,3.36,-18.36,8101.96,33371.0,61420.0
4080,368.99,3.27,22.15,-8023.88,33062.0,2329.0
4081,397.03,3.38,-17.97,8363.33,32929.0,61444.0
4082,378.25,3.29,23.84,-8559.18,32694.0,1432.0
4083,373.42,3.41,-18.95,8224.17,32907.0,63038.0
4084,359.59,3.32,22.17,-8311.23,33166.0,3481.0
4085,346.93,3.43,-19.39,7836.22,33587.0,63395.0
4086,308.65,3.33,19.79,-8407.79,33808.0,4176.0
4087,289.42,3.43,-22.25,7825.29,34245.0,62509.0
4088,277.23,3.32,16.88,-7846.69,34319.0,64293.0
4089,273.8,3.4,-22.35,7609.39,34161.0,62208.0
4090,278.98,3.29,15.69,-7282.37,33823.0,2505.0
4091,308.94,3.37,-20.72,7724.68,33725.0,61587.0
4092,323.27,3.27,17.9,-7230.94,33395.0,2090.0
4093,356.0,3.36,-18.25,7706.49,33306.0,61298.0
4094,359.76,3.27,20.28,-7448.74,32979.0,3170.0
4095,391.5,3.37,-16.96,7880.78,32889.0,61035.0
4096,377.42,3.28,22.44,-7992.9,32621.0,2935.0
4097,380.53,3.39,-17.52,7830.72,32800.0,62626.0
4098,370.02,3.31,21.63,-7865.68,32939.0,3809.0
4099,367.64,3.41,-17.7,7601.71,33296.0,63007.0
4100,333.77,3.33,20.31,-8102.12,33456.0,4167.0
4101,320.89,3.43,-20.2,7641.49,33750.0,63699.0
4102,292.33,3.33,18.01,-8010.83,33885.0,4346.0
4103,280.62,3.42,-22.05,7596.5,34180.0,63083.0
4104,279.4,3.31,15.94,-7400.44,34166.0,571.0
4105,287.8,3.39,-21.06,7409.21,34023.0,61807.0
4106,298.18,3.28,15.98,-6990.95,33739.0,1885.0
4107,330.68,3.36,-18.97,7481.08,33646.0,60997.0
4108,340.55,3.27,18.43,-7094.0,33369.0,2871.0
4109,369.35,3.36,-17.04,7485.82,33286.0,61303.0
4110,366.01,3.27,20.39,-7382.34,33010.0,2726.0
4111,391.78,3.38,-16.52,7693.77,32940.0,61774.0
4112,372.56,3.29,21.95,-7912.97,32702.0,2353.0
4113,369.49,3.4,-17.62,7632.2,32902.0,62689.0
4114,356.24,3.31,20.54,-7721.08,33108.0,4291.0
4115,345.45,3.42,-18.06,7299.85,33508.0,63249.0
4116,310.44,3.33,18.44,-7819.4,33680.0,3651.0
4117,294.94,3.42,-20.66,7325.05,34094.0,63063.0
4118,281.83,3.32,15.97,-7380.61,34197.0,63380.0
4119,281.63,3.4,-20.94,7216.94,34041.0,62035.0
4120,285.15,3.29,15.15,-6937.3,33664.0,2250.0
4121,316.67,3.37,-19.54,7416.35,33540.0,61405.0
4122,327.32,3.27,17.54,-7008.06,33156.0,2448.0
4123,359.98,3.36,-17.5,7485.78,33025.0,61009.0
4124,361.48,3.27,19.93,-7280.81,32667.0,2265.0
4125,379.17,3.37,-16.47,7435.26,32679.0,633.0
4126,368.05,3.29,20.7,-7492.91,32854.0,3623.0
4127,385.23,3.39,-16.76,7629.53,33151.0,62966.0
4128,355.44,3.31,21.39,-8057.64,33271.0,3747.0
4129,356.82,3.41,-18.9,7871.2,33561.0,63247.0
4130,326.44,3.32,20.45,-8289.78,33685.0,4300.0
4131,315.86,3.42,-20.99,7873.61,33993.0,63074.0
4132,293.35,3.32,18.37,-8113.7,34118.0,65223.0
4133,289.82,3.41,-22.19,7859.21,34194.0,62352.0
4134,283.25,3.3,17.1,-7768.66,34050.0,1226.0
4135,302.52,3.38,-21.74,7983.18,33935.0,61797.0
4136,307.09,3.27,18.17,-7674.47,33622.0,2680.0
4137,335.24,3.36,-20.2,8055.72,33530.0,60874.0
4138,340.93,3.26,20.08,-7739.82,33224.0,2158.0
4139,369.17,3.36,-18.62,8103.77,33143.0,61601.0
4140,361.5,3.27,21.9,-8070.96,32838.0,2365.0
4141,384.25,3.38,-18.45,8306.96,32771.0,63729.0
4142,362.13,3.29,23.08,-8564.75,32714.0,3351.0
4143,377.15,3.4,-19.74,8634.29,32895.0,63286.0
4144,343.43,3.3,23.43,-9111.35,32985.0,4406.0
4145,344.51,3.42,-22.13,8898.73,33326.0,62937.0
4146,314.8,3.31,22.36,-9271.55,33410.0,4423.0
4147,304.55,3.42,-23.99,8842.86,33739.0,62551.0
4148,287.25,3.3,20.22,-8949.0,33812.0,4362.0
4149,290.55,3.4,-24.52,8812.72,34152.0,62913.0
4150,300.42,3.28,19.54,-8369.99,34019.0,2306.0
4151,312.98,3.38,-22.31,8425.83,33885.0,61640.0
4152,325.25,3.27,19.82,-7957.42,33606.0,2481.0
4153,354.51,3.37,-19.97,8344.51,33496.0,60993.0
4154,353.74,3.27,21.75,-8160.4,33217.0,1896.0
4155,380.59,3.38,-19.05,8480.0,33119.0,61172.0
4156,367.57,3.28,23.35,-8549.92,32842.0,2396.0
4157,381.11,3.4,-19.4,8587.22,32788.0,2331.0
4158,353.16,3.3,23.54,-8952.38,32953.0,3432.0
4159,361.02,3.42,-21.22,8874.22,33294.0,62994.0
4160,326.0,3.31,23.15,-9362.47,33425.0,4027.0
4161,314.77,3.43,-23.66,8906.53,33776.0,63318.0
4162,289.54,3.31,20.87,-9174.48,33912.0,4197.0
4163,282.84,3.41,-25.0,8831.66,34278.0,63132.0
4164,289.98,3.29,19.15,-8438.83,34178.0,65453.0
4165,299.56,3.38,-23.04,8438.85,33914.0,61778.0
4166,313.5,3.27,19.15,-7929.61,33472.0,2535.0
4167,348.14,3.36,-20.49,8431.0,33266.0,61714.0
4168,353.45,3.26,21.66,-8119.86,32813.0,2293.0
4169,377.99,3.37,-18.94,8394.03,32632.0,1969.0
4170,363.55,3.28,23.03,-8493.44,32672.0,3415.0
4171,390.6,3.39,-19.43,8804.12,32951.0,62830.0
4172,362.22,3.29,24.59,-9177.41,32967.0,4075.0
4173,364.9,3.42,-21.3,8985.14,33229.0,62789.0
4174,336.98,3.31,23.62,-9330.62,33288.0,4585.0
4175,332.71,3.43,-23.03,9009.02,33494.0,63054.0
4176,306.59,3.31,22.02,-9301.12,33538.0,4051.0
4177,300.46,3.42,-24.49,8958.38,33744.0,63192.0
4178,289.92,3.3,20.3,-8924.31,33790.0,4499.0
4179,293.35,3.4,-24.32,8789.95,34011.0,63003.0
4180,297.2,3.28,19.63,-8469.75,34023.0,63477.0
4181,322.19,3.38,-22.72,8773.05,33853.0,61882.0
4182,326.9,3.27,21.15,-8451.53,33524.0,2339.0
4183,358.4,3.37,-21.11,8870.1,33401.0,61387.0
4184,357.07,3.27,23.24,-8685.63,33079.0,2678.0
4185,382.96,3.38,-20.19,8970.97,32966.0,61529.0
4186,368.62,3.28,24.67,-9055.96,32648.0,2388.0
4187,366.9,3.4,-20.61,8774.95,32781.0,62906.0
4188,358.74,3.3,23.26,-8731.99,32975.0,4136.0
4189,351.07,3.42,-20.4,8345.99,33361.0,63447.0
4190,317.57,3.32,21.33,-8812.01,33512.0,4084.0
4191,306.98,3.42,-22.73,8386.9,33898.0,63432.0
4192,284.88,3.31,19.21,-8601.64,34038.0,3975.0
4193,282.81,3.4,-23.8,8368.18,34234.0,63327.0
4194,286.47,3.29,18.04,-8057.0,34026.0,2788.0
4195,305.56,3.38,-22.25,8258.46,33927.0,60785.0
4196,316.43,3.26,19.05,-7818.6,33588.0,2030.0
4197,343.87,3.36,-20.05,8176.84,33502.0,61365.0
4198,350.69,3.26,20.84,-7840.0,33139.0,1768.0
4199,380.38,3.36,-18.36,8225.57,32992.0,61704.0
4200,369.35,3.27,22.77,-8262.56,32680.0,2679.0
4201,378.41,3.39,-18.55,8216.04,32709.0,171.0
4202,363.04,3.29,22.53,-8337.97,32864.0,3655.0
4203,367.45,3.41,-19.16,8200.88,33162.0,63015.0
4204,332.82,3.31,21.85,-8701.93,33281.0,3863.0
4205,326.86,3.42,-21.66,8364.25,33589.0,62867.0
4206,298.61,3.31,20.16,-8712.7,33712.0,4154.0
4207,289.08,3.41,-23.4,8320.5,34037.0,63183.0
4208,281.78,3.29,18.2,-8232.46,34118.0,63014.0
4209,294.54,3.39,-22.96,8305.74,33958.0,61442.0
4210,299.56,3.27,18.56,-7975.82,33616.0,2694.0
4211,333.18,3.36,-21.31,8462.58,33503.0,60897.0
4212,339.58,3.26,21.0,-8121.24,33170.0,2074.0
4213,369.56,3.36,-19.61,8510.66,33068.0,60878.0
4214,365.7,3.26,22.95,-8391.6,32737.0,2564.0
4215,386.88,3.38,-19.01,8585.7,32647.0,1456.0
4216,362.0,3.28,23.92,-8893.26,32709.0,3661.0
4217,382.14,3.4,-20.55,9056.97,33006.0,62431.0
4218,348.43,3.3,24.73,-9525.79,33049.0,3985.0
4219,343.92,3.42,-22.89,9188.28,33332.0,63197.0
4220,315.29,3.31,23.05,-9531.79,33365.0,4148.0
4221,307.48,3.42,-24.61,9145.05,33642.0,63045.0
4222,289.17,3.3,21.11,-9265.21,33662.0,4083.0
4223,288.4,3.41,-25.21,9038.84,33939.0,63784.0
4224,288.73,3.28,19.98,-8780.29,33998.0,628.0
4225,305.8,3.38,-23.92,8922.06,34041.0,62428.0
4226,317.55,3.26,20.69,-8447.97,33778.0,2393.0
4227,346.25,3.36,-21.55,8815.12,33641.0,61753.0
4228,351.29,3.26,22.53,-8498.87,33342.0,2840.0
4229,375.27,3.37,-19.97,8753.33,33230.0,61386.0
4230,366.62,3.27,23.8,-8726.76,32933.0,2622.0
4231,390.34,3.39,-19.84,8963.2,32833.0,62127.0
4232,363.49,3.29,24.98,-9301.83,32679.0,2758.0
4233,364.92,3.41,-21.53,9080.59,32906.0,62333.0
4234,340.5,3.31,23.87,-9353.68,33040.0,4335.0
4235,327.62,3.43,-22.89,8857.27,33378.0,63219.0
4236,299.03,3.31,21.39,-9200.14,33497.0,3777.0
4237,288.97,3.42,-24.61,8785.19,33848.0,62565.0
4238,276.61,3.3,19.32,-8786.34,33973.0,4533.0
4239,281.25,3.39,-24.61,8685.9,34209.0,63248.0
4240,302.1,3.27,18.82,-8022.77,33979.0,2120.0
4241,326.36,3.36,-21.3,8319.79,33699.0,61184.0
4242,341.32,3.26,20.3,-7807.58,33218.0,2295.0
4243,376.39,3.36,-18.74,8306.02,32982.0,60823.0
4244,375.54,3.26,22.79,-8135.65,32566.0,1990.0
4245,378.84,3.38,-17.89,7973.83,32616.0,64893.0
4246,374.83,3.29,21.98,-7875.19,32746.0,3571.0
4247,386.06,3.4,-17.39,7879.81,33096.0,62450.0
4248,351.22,3.31,22.01,-8402.52,33213.0,3926.0
4249,342.38,3.42,-20.01,8005.65,33489.0,63220.0
4250,313.24,3.32,20.02,-8388.47,33596.0,4584.0
4251,299.31,3.42,-21.92,7909.56,33873.0,63065.0
4252,280.38,3.31,17.63,-8068.84,33981.0,3770.0
4253,276.31,3.4,-22.72,7811.06,34242.0,63445.0
4254,291.04,3.29,16.34,-7289.32,34043.0,1956.0
4255,307.46,3.37,-20.11,7454.51,33753.0,61843.0
4256,324.16,3.27,17.16,-6919.56,33317.0,1978.0
4257,359.78,3.35,-17.43,7460.43,33090.0,61169.0
4258,364.89,3.27,19.87,-7184.06,32677.0,2276.0
4259,375.15,3.37,-16.05,7190.57,32659.0,65226.0
4260,373.0,3.29,19.9,-7072.89,32795.0,3924.0
4261,389.11,3.39,-15.46,7196.04,33126.0,62540.0
4262,355.72,3.31,20.52,-7709.32,33228.0,3664.0
4263,357.64,3.41,-18.03,7542.65,33555.0,63536.0
4264,326.47,3.32,19.68,-7985.83,33646.0,4489.0
4265,314.3,3.42,-20.25,7545.6,33970.0,63050.0
4266,290.76,3.32,17.48,-7813.88,34052.0,3644.0
4267,285.77,3.41,-21.59,7539.1,34200.0,62266.0
4268,280.98,3.3,16.11,-7419.02,34028.0,1796.0
4269,298.95,3.38,-20.99,7617.31,33942.0,61854.0
4270,305.48,3.27,17.1,-7276.69,33595.0,2195.0
4271,335.33,3.36,-19.28,7702.69,33436.0,61491.0
4272,341.98,3.26,19.23,-7376.85,33135.0,2181.0
4273,372.31,3.36,-17.65,7791.01,32987.0,61525.0
4274,366.55,3.27,21.3,-7729.51,32669.0,2426.0
4275,377.97,3.38,-17.35,7744.8,32687.0,554.0
4276,364.35,3.29,21.38,-7843.76,32854.0,3814.0
4277,373.94,3.4,-17.84,7821.71,33162.0,62908.0
4278,340.71,3.31,21.27,-8307.84,33286.0,4212.0
4279,337.15,3.41,-20.27,8023.94,33605.0,63448.0
4280,307.64,3.31,19.85,-8411.32,33734.0,4346.0
4281,298.5,3.41,-22.21,8030.1,34070.0,62592.0
4282,289.43,3.3,17.94,-7989.47,34126.0,63404.0
4283,294.01,3.39,-22.01,7901.66,33972.0,61882.0
4284,295.53,3.28,17.5,-7651.28,33641.0,2171.0
4285,325.49,3.37,-20.75,8075.5,33542.0,61555.0
4286,332.12,3.26,19.62,-7735.43,33220.0,2361.0
4287,360.18,3.36,-19.05,8100.41,33117.0,61219.0
4288,356.26,3.27,21.45,-7988.17,32782.0,2495.0
4289,381.85,3.37,-18.49,8285.49,32688.0,1026.0
4290,359.54,3.28,22.94,-8546.75,32726.0,3580.0
4291,380.35,3.4,-19.8,8733.58,32999.0,62968.0
4292,351.47,3.3,23.87,-9113.18,33024.0,4069.0
4293,350.98,3.42,-21.7,8864.54,33284.0,62815.0
4294,322.63,3.31,22.63,-9214.4,33297.0,3959.0
4295,319.02,3.42,-23.45,8915.78,33551.0,63239.0
4296,299.78,3.3,21.13,-9066.06,33605.0,4001.0
4297,297.89,3.41,-24.2,8816.87,33805.0,62514.0
4298,292.75,3.29,19.89,-8677.58,33858.0,3782.0
4299,303.58,3.39,-23.5,8695.3,34072.0,63691.0
4300,318.12,3.27,19.98,-8169.57,33871.0,3032.0
4301,336.78,3.37,-20.87,8343.0,33686.0,61589.0
4302,343.77,3.27,20.84,-7994.38,33351.0,1967.0
4303,370.54,3.37,-19.13,8321.34,33209.0,61351.0
4304,361.86,3.27,22.48,-8303.64,32874.0,2634.0
4305,384.96,3.39,-19.04,8540.77,32762.0,1805.0
4306,357.89,3.29,23.66,-8891.69,32808.0,3708.0
4307,372.26,3.41,-20.8,8942.4,33049.0,63455.0
4308,342.61,3.31,23.92,-9327.44,33081.0,3495.0
4309,334.66,3.43,-22.72,8929.27,33328.0,63323.0
4310,307.98,3.31,21.93,-9235.69,33365.0,4270.0
4311,303.25,3.42,-24.25,8921.77,33611.0,62935.0
4312,289.42,3.3,20.36,-8955.85,33635.0,4209.0
4313,292.26,3.4,-24.42,8809.24,33877.0,62435.0
4314,295.66,3.28,19.62,-8496.99,33888.0,3802.0
4315,315.11,3.38,-22.86,8689.66,34032.0,62658.0
4316,327.72,3.26,20.59,-8208.83,33775.0,2911.0
4317,354.38,3.37,-20.46,8536.11,33641.0,61280.0
4318,355.7,3.26,22.22,-8305.06,33264.0,2990.0
4319,381.31,3.38,-19.3,8594.95,33143.0,61685.0
4320,369.85,3.28,23.67,-8631.04,32732.0,2322.0
4321,375.03,3.4,-19.48,8497.79,32793.0,65310.0
4322,360.27,3.3,23.01,-8598.18,32951.0,3267.0
4323,358.2,3.42,-19.98,8326.88,33241.0,63105.0
4324,325.02,3.32,21.65,-8790.78,33366.0,3770.0
4325,313.25,3.42,-22.3,8338.91,33669.0,63013.0
4326,289.09,3.31,19.39,-8598.95,33799.0,4163.0
4327,281.36,3.41,-23.6,8250.38,34117.0,63390.0
4328,283.02,3.29,17.65,-7981.13,34091.0,64831.0
4329,296.63,3.38,-22.26,8076.76,33944.0,62471.0
4330,307.69,3.27,18.13,-7632.93,33636.0,2042.0
4331,339.82,3.36,-20.04,8094.24,33543.0,61588.0
4332,346.42,3.26,20.43,-7761.8,33242.0,2377.0
4333,376.16,3.36,-18.38,8152.23,33158.0,61492.0
4334,368.41,3.27,22.38,-8123.45,32861.0,1861.0
4335,392.8,3.38,-18.23,8387.5,32776.0,63053.0
4336,367.0,3.29,23.7,-8721.15,32685.0,3114.0
4337,378.76,3.41,-19.9,8719.3,32915.0,62953.0
4338,345.65,3.31,23.7,-9182.59,32992.0,3723.0
4339,338.61,3.43,-22.22,8804.77,33303.0,62802.0
4340,308.47,3.32,21.81,-9185.37,33364.0,4057.0
4341,297.03,3.43,-24.12,8738.52,33667.0,63279.0
4342,281.07,3.3,19.57,-8816.43,33719.0,4191.0
4343,281.72,3.4,-24.51,8633.7,34016.0,63293.0
4344,291.2,3.28,18.66,-8199.12,34023.0,64470.0
4345,311.6,3.37,-22.34,8420.54,33850.0,61689.0
4346,323.32,3.26,19.77,-7962.6,33567.0,2809.0
4347,358.72,3.36,-20.05,8472.81,33449.0,61421.0
4348,360.17,3.26,22.32,-8243.29,33172.0,2113.0
4349,386.26,3.37,-18.9,8542.04,33065.0,61629.0
4350,373.37,3.28,23.81,-8610.87,32787.0,2905.0
4351,386.11,3.4,-19.24,8627.54,32755.0,1487.0
4352,359.74,3.3,23.89,-8962.63,32926.0,3082.0
4353,366.2,3.42,-20.92,8853.0,33260.0,63207.0
4354,327.51,3.31,23.35,-9417.61,33392.0,4187.0
4355,312.13,3.43,-23.74,8876.43,33737.0,62937.0
4356,284.66,3.31,20.64,-9188.35,33874.0,3707.0
4357,275.25,3.42,-25.3,8793.76,34234.0,62574.0
4358,277.61,3.29,18.67,-8493.57,34152.0,3093.0
4359,287.14,3.38,-23.8,8497.5,34045.0,61831.0
4360,303.57,3.26,18.69,-7930.91,33737.0,2418.0
4361,334.96,3.36,-20.97,8372.01,33658.0,61135.0
4362,344.41,3.25,20.89,-7973.49,33345.0,2236.0
4363,376.08,3.36,-18.98,8397.99,33259.0,61234.0
4364,371.71,3.26,23.01,-8295.51,32928.0,2588.0
4365,394.57,3.38,-18.46,8522.46,32840.0,61617.0
4366,373.71,3.28,24.15,-8754.97,32582.0,1839.0
4367,371.65,3.41,-19.63,8472.25,32784.0,63687.0
4368,354.04,3.31,22.74,-8628.15,33017.0,3938.0
4369,339.09,3.42,-20.41,8101.74,33497.0,63163.0
4370,305.01,3.32,20.1,-8579.24,33724.0,4034.0
4371,286.68,3.42,-22.79,8011.6,34112.0,63335.0
4372,274.94,3.31,17.27,-8018.56,34208.0,63009.0
4373,277.41,3.39,-22.83,7895.32,34029.0,61655.0
4374,284.03,3.28,16.65,-7534.52,33730.0,2506.0
4375,316.13,3.36,-21.02,8009.95,33619.0,60772.0
4376,328.74,3.26,19.03,-7547.5,33328.0,1966.0
4377,361.96,3.35,-18.71,8021.62,33229.0,61611.0
4378,363.07,3.26,21.4,-7812.37,32937.0,2168.0
4379,391.73,3.36,-17.67,8171.65,32851.0,61218.0
4380,377.62,3.28,23.19,-8277.21,32563.0,2218.0
4381,374.31,3.39,-18.19,7979.18,32728.0,63394.0
4382,368.45,3.3,21.7,-7914.53,32956.0,4251.0
4383,361.97,3.41,-17.87,7568.02,33356.0,63112.0
4384,324.2,3.32,19.97,-8144.84,33523.0,4472.0
4385,309.74,3.42,-20.75,7656.02,33919.0,62786.0
4386,284.0,3.32,17.53,-7963.34,34076.0,1108.0
4387,277.28,3.4,-22.29,7653.63,34206.0,62132.0
4388,275.21,3.29,15.98,-7472.11,34009.0,2325.0
4389,296.07,3.37,-21.38,7729.48,33929.0,61805.0
4390,307.02,3.27,17.26,-7296.49,33596.0,2774.0
4391,339.92,3.35,-19.22,7781.81,33512.0,61929.0
4392,348.59,3.26,19.69,-7416.35,33166.0,2399.0
4393,379.48,3.35,-17.39,7837.3,33076.0,60693.0
4394,372.69,3.27,21.8,-7799.13,32717.0,1904.0
4395,389.27,3.38,-17.2,7912.64,32653.0,2473.0
4396,366.43,3.29,22.36,-8197.41,32860.0,3953.0
4397,380.72,3.4,-18.62,8259.68,33197.0,63065.0
4398,343.46,3.31,22.67,-8818.69,33361.0,4298.0
4399,334.45,3.42,-21.42,8411.77,33709.0,63363.0
4400,302.97,3.32,20.64,-8827.15,33878.0,4308.0
4401,289.49,3.42,-23.5,8351.05,34238.0,63142.0
4402,282.52,3.3,18.26,-8255.51,34172.0,2952.0
4403,285.93,3.39,-23.02,8141.1,34048.0,61852.0
4404,295.68,3.28,17.69,-7715.83,33745.0,2334.0
4405,321.5,3.37,-20.89,8055.25,33661.0,61806.0
4406,330.8,3.26,19.38,-7660.22,33366.0,2128.0
4407,363.19,3.36,-18.92,8114.07,33277.0,61766.0
4408,362.17,3.26,21.65,-7945.29,32966.0,2773.0
4409,388.17,3.37,-18.07,8248.73,32874.0,60665.0
4410,376.12,3.28,23.17,-8308.99,32601.0,2141.0
4411,388.57,3.4,-18.37,8326.28,32780.0,63420.0
4412,329.13,3.31,23.26,-9331.24,32979.0,3728.0
4413,332.81,3.42,-23.4,9172.15,33377.0,63054.0
4414,250.09,3.3,22.46,-10592.46,33518.0,3899.0
4415,200.31,3.42,-30.5,9372.3,33914.0,62867.0
4416,136.72,3.26,16.36,-10339.11,34046.0,2577.0
4417,112.41,3.35,-35.33,9689.2,34172.0,62937.0
4418,144.97,3.17,13.11,-8684.63,33710.0,1334.0
4419,132.53,3.24,-30.31,8304.67,33085.0,61291.0
4420,153.74,3.08,11.21,-7577.36,32368.0,1459.0
4421,125.75,3.14,-26.67,6905.46,31817.0,60924.0
4422,103.71,3.01,7.85,-7079.44,31100.0,1897.0
4423,97.47,3.05,-27.54,6876.09,30563.0,65353.0
4424,91.68,2.91,6.84,-6716.48,30089.0,2038.0
4425,96.2,2.94,-26.75,6738.45,29793.0,61712.0
4426,89.44,2.81,6.95,-6606.07,29303.0,1971.0
4427,90.78,2.84,-26.08,6563.41,29017.0,61508.0
4428,88.5,2.71,6.73,-6348.29,28485.0,2183.0
4429,92.96,2.75,-25.01,6370.17,28154.0,60816.0
4430,90.71,2.62,6.84,-6165.0,27563.0,1876.0
4431,99.17,2.66,-23.98,6265.69,27168.0,61117.0
4432,100.38,2.54,7.35,-6001.47,26550.0,1926.0
4433,108.01,2.57,-22.66,6080.59,26153.0,61225.0
4434,110.43,2.46,7.74,-5805.68,25522.0,2409.0
4435,137.24,2.5,-21.29,6264.46,25122.0,61158.0
4436,129.27,2.39,10.03,-6210.9,24623.0,1764.0
4437,128.74,2.44,-21.02,6099.97,24378.0,61316.0
4438,137.86,2.34,9.48,-5707.51,23922.0,1944.0
4439,146.8,2.38,-19.06,5791.6,23728.0,61939.0
4440,160.12,2.29,9.9,-5334.53,23347.0,2485.0
4441,144.13,2.34,-16.77,4915.61,23239.0,61298.0
4442,130.65,2.25,7.81,-5017.43,22874.0,2027.0
4443,143.85,2.29,-17.28,5203.29,22702.0,62943.0
4444,165.25,2.21,8.74,-4602.43,22513.0,3046.0
4445,167.11,2.25,-14.28,4552.29,22483.0,61795.0
4446,197.11,2.18,8.48,-3809.64,22294.0,3381.0
4447,186.64,2.22,-10.56,3515.42,22278.0,61509.0
4448,169.01,2.17,7.01,-3762.27,22093.0,2323.0
4449,173.13,2.2,-11.8,3774.44,22086.0,61765.0
4450,166.94,2.14,7.07,-3780.32,21903.0,2729.0
4451,178.1,2.18,-11.83,3932.91,21912.0,61545.0
4452,175.36,2.12,7.84,-3869.51,21734.0,3149.0
4453,230.2,2.16,-11.51,4887.9,21752.0,61693.0
4454,228.73,2.1,12.93,-4802.16,21571.0,2135.0
4455,269.85,2.17,-11.08,5495.28,21458.0,61507.0
4456,302.35,2.11,16.39,-4734.36,21121.0,2522.0
4457,441.09,2.19,-7.28,7345.06,21103.0,74.0
4458,340.4,2.16,29.45,-9286.14,21231.0,3667.0
4459,429.38,2.3,-16.98,10771.41,21589.0,62710.0
4460,448.56,2.22,36.87,-10217.98,21714.0,4039.0
4461,366.67,2.4,-14.22,8211.3,22160.0,62263.0
4462,308.86,2.33,26.84,-9225.28,22395.0,4238.0
4463,250.05,2.47,-19.29,7780.68,23038.0,63027.0
4464,193.63,2.37,19.62,-8716.2,23555.0,4297.0
4465,173.26,2.47,-23.96,8112.5,24302.0,63127.0
4466,186.12,2.35,16.6,-7615.53,24660.0,63770.0
4467,217.66,2.43,-21.48,8080.22,24601.0,62044.0
4468,218.96,2.32,18.92,-7839.45,24283.0,2105.0
4469,206.52,2.42,-20.27,7401.54,24097.0,61775.0
4470,220.63,2.32,16.73,-6916.74,23757.0,1599.0
4471,210.03,2.4,-17.85,6537.46,23588.0,61974.0
4472,250.32,2.31,14.84,-5553.07,23247.0,2568.0
4473,223.88,2.39,-12.93,4875.73,23123.0,2328.0
4474,205.87,2.32,11.45,-5106.48,23203.0,3211.0
4475,206.69,2.38,-14.08,5008.34,23456.0,62671.0
4476,272.63,2.31,10.96,-3548.86,23507.0,4521.0
4477,229.68,2.36,-6.78,2580.43,23767.0,62791.0
4478,241.01,2.33,6.12,-2286.04,23618.0,2672.0
4479,258.43,2.36,-5.31,2573.18,23517.0,61186.0
4480,268.84,2.33,7.55,-2311.81,23259.0,2260.0
4481,257.16,2.37,-4.01,2002.67,23331.0,171.0
4482,257.43,2.35,6.01,-1957.16,23452.0,4038.0
4483,229.44,2.38,-3.78,1337.31,23739.0,63168.0
