Sample Number (10000 samples per second),LoadCell (),X1 (),X2 (),X3 (),EPOSPosition (),EPOSCurrent ()
2705,546.45,1.86,48.27,-1352.52,14747.0,931.0
2706,568.02,2.1,41.51,-1210.25,13655.0,691.0
2707,561.37,2.31,35.46,-1568.28,12975.0,1268.0
2708,542.7,2.49,27.62,-1866.62,12713.0,2162.0
2709,565.44,2.63,18.28,-1030.76,12856.0,3494.0
2710,564.85,2.72,13.13,-892.9,13432.0,3508.0
2711,546.51,2.78,8.66,-1075.78,14429.0,3983.0
2712,551.22,2.83,3.28,-616.99,15837.0,4515.0
2713,533.92,2.84,0.2,-720.26,17665.0,4652.0
2714,505.7,2.85,-3.4,-928.56,19906.0,4635.0
2715,177.91,2.83,-8.04,-6951.99,22836.0,65044.0
2716,167.92,2.79,-42.8,-3514.86,24775.0,65279.0
2717,323.43,2.57,-60.38,2208.78,26307.0,64911.0
2718,264.96,2.27,-49.33,1142.67,27428.0,64752.0
2719,247.03,2.03,-43.62,1199.28,28138.0,64004.0
2720,250.14,1.81,-37.62,1534.31,28431.0,63847.0
2721,263.11,1.62,-29.95,1779.08,28317.0,61715.0
2722,265.78,1.47,-21.06,1542.03,27772.0,62099.0
2723,307.14,1.36,-13.35,2019.24,26806.0,61468.0
2724,353.04,1.3,-3.25,2194.61,25426.0,61309.0
2725,400.6,1.28,7.72,2113.58,23629.0,60124.0
2726,456.35,1.32,18.29,2017.25,21418.0,60671.0
2727,576.05,1.41,28.38,3036.92,18976.0,1192.0
2728,512.92,1.55,43.56,-311.72,17002.0,56.0
2729,537.68,1.77,42.0,-531.79,15441.0,341.0
2730,578.58,1.98,39.34,-287.85,14289.0,896.0
2731,523.19,2.18,37.9,-2038.62,13547.0,1205.0
2732,558.01,2.37,27.71,-1081.07,13223.0,1358.0
2733,565.36,2.51,22.31,-947.79,13305.0,3566.0
2734,534.39,2.62,17.57,-1539.3,13818.0,3972.0
2735,543.78,2.71,9.87,-933.26,14753.0,4272.0
2736,559.17,2.75,5.2,-356.14,16101.0,4432.0
2737,525.75,2.78,3.42,-950.53,17867.0,4266.0
2738,493.21,2.8,-1.33,-1194.63,20051.0,4875.0
2739,172.34,2.79,-7.3,-6988.0,22442.0,64495.0
2740,177.79,2.75,-42.24,-3239.0,24703.0,64846.0
2741,360.92,2.54,-58.44,2887.88,26136.0,64688.0
2742,237.92,2.25,-44.0,152.84,27157.0,64406.0
2743,245.51,2.03,-43.23,1108.16,27768.0,63953.0
2744,251.63,1.82,-37.69,1541.19,27961.0,63864.0
2745,262.24,1.63,-29.99,1736.73,27749.0,61293.0
2746,234.11,0.0,0.0,4682.23,18886.0,60858.0
2747,593.55,0.0,23.41,2506.44,17832.0,60159.0
2748,581.31,0.12,35.94,-2985.22,14704.0,60437.0
2749,629.61,0.3,21.02,3591.8,11669.0,604.0
2750,567.07,0.4,38.98,-5052.76,8902.0,65204.0
2751,592.96,0.6,13.71,5180.74,6590.0,268.0
2752,613.92,0.67,39.62,-4898.63,4679.0,763.0
2753,608.43,0.86,15.12,4392.57,3183.0,541.0
2754,607.4,0.94,37.09,-4564.33,2099.0,632.0
2755,607.17,1.12,14.26,4188.98,1434.0,1761.0
2756,601.23,1.2,35.21,-4450.51,1185.0,1715.0
2757,620.23,1.37,12.96,4478.5,1343.0,3160.0
2758,611.11,1.44,35.35,-4790.65,1935.0,3404.0
2759,599.39,1.61,11.4,4202.75,2943.0,4036.0
2760,632.21,1.67,32.41,-3660.19,4371.0,3867.0
2761,613.14,1.83,14.11,2954.57,6210.0,4266.0
2762,599.27,1.9,28.88,-3373.05,8469.0,4819.0
2763,619.62,2.05,12.02,3491.44,11115.0,64597.0
2764,626.11,2.11,29.47,-3481.8,13648.0,64808.0
2765,606.77,2.25,12.06,2800.25,15898.0,64679.0
2766,563.43,2.32,26.07,-3787.75,17947.0,64555.0
2767,564.85,2.45,7.13,3555.49,19801.0,64810.0
2768,267.36,2.48,24.9,-9576.52,21453.0,64914.0
2769,160.56,2.61,-22.98,7191.38,22911.0,63958.0
2770,149.46,2.49,12.98,-7183.64,24164.0,64752.0
2771,158.7,2.56,-22.94,7238.84,25234.0,64085.0
2772,274.75,2.44,13.25,-4688.52,25849.0,64120.0
2773,359.78,2.51,-10.19,6256.48,26041.0,62913.0
2774,257.66,2.46,21.09,-8196.84,25755.0,61682.0
2775,277.07,2.56,-19.89,8374.0,25051.0,2361.0
2776,276.5,2.46,21.98,-8186.49,24585.0,1691.0
2777,230.12,2.57,-18.95,7039.02,24573.0,2491.0
2778,239.63,2.48,16.24,-6659.22,24865.0,3521.0
2779,236.76,2.56,-17.05,6439.35,25267.0,63381.0
2780,249.28,2.47,15.14,-6018.37,25469.0,64576.0
2781,240.49,2.55,-14.95,5691.09,25592.0,62332.0
2782,250.42,2.47,13.51,-5342.99,25470.0,65427.0
2783,255.6,2.54,-13.21,5311.56,25338.0,61559.0
2784,270.58,2.48,13.35,-4879.94,25005.0,2528.0
2785,262.03,2.54,-11.05,4575.41,24887.0,62993.0
2786,298.69,2.49,11.83,-3731.7,24734.0,2753.0
2787,254.67,2.55,-6.83,2733.09,24885.0,63247.0
2788,263.62,2.51,6.83,-2485.73,25009.0,4170.0
2789,220.1,2.55,-5.59,1546.84,25364.0,63252.0
2790,261.85,2.52,2.14,-655.8,25457.0,63698.0
2791,245.23,2.53,-1.14,301.97,25350.0,62318.0
2792,252.21,2.52,0.37,-151.0,25152.0,2608.0
2793,238.78,2.53,-0.38,-121.28,25229.0,1409.0
2794,252.39,2.52,-0.99,397.39,25249.0,89.0
2795,245.37,2.52,1.0,-527.87,25228.0,64303.0
2796,254.2,2.52,-1.64,694.39,25176.0,2804.0
2797,245.13,2.52,1.83,-859.42,25235.0,64398.0
2798,263.75,2.52,-2.47,1213.67,25133.0,2645.0
2799,235.5,2.51,3.6,-1754.06,25248.0,63763.0
2800,271.81,2.53,-5.17,2444.21,25111.0,2572.0
2801,232.63,2.5,7.05,-3176.1,25233.0,64254.0
2802,263.1,2.54,-8.83,3715.1,25270.0,62098.0
2803,250.98,2.5,9.75,-3869.23,25132.0,3493.0
2804,250.44,2.54,-9.6,3761.02,25184.0,61707.0
2805,266.66,2.5,9.2,-3340.61,25060.0,3459.0
2806,253.34,2.54,-7.5,2982.07,25126.0,61792.0
2807,273.99,2.5,7.41,-2494.12,25002.0,3602.0
2808,254.78,2.54,-5.06,2035.9,25080.0,62861.0
2809,262.44,2.52,5.12,-1832.26,25107.0,3947.0
2810,232.87,2.54,-4.04,1189.66,25351.0,63186.0
2811,251.95,2.52,1.91,-767.58,25380.0,352.0
2812,243.06,2.53,-1.93,570.57,25347.0,61696.0
2813,252.03,2.52,0.92,-371.74,25196.0,3244.0
2814,236.06,2.53,-0.94,43.07,25289.0,62596.0
2815,254.09,2.52,-0.72,326.8,25232.0,841.0
2816,247.96,2.52,0.91,-442.17,25202.0,1930.0
2817,257.01,2.52,-1.3,614.17,25164.0,1698.0
2818,250.49,2.52,1.77,-731.63,25225.0,63485.0
2819,262.66,2.52,-1.88,957.28,25157.0,2073.0
2820,241.01,2.52,2.9,-1371.47,25232.0,63265.0
2821,266.95,2.53,-3.96,1861.15,25155.0,2308.0
2822,233.13,2.51,5.35,-2497.85,25282.0,63069.0
2823,269.56,2.54,-7.14,3172.91,25209.0,63340.0
2824,252.26,2.5,8.73,-3447.59,25091.0,3373.0
2825,260.99,2.54,-8.51,3534.89,25143.0,62052.0
2826,268.41,2.5,9.16,-3301.36,25024.0,3653.0
2827,261.69,2.55,-7.34,3075.45,25067.0,63408.0
2828,266.79,2.51,8.03,-2900.12,25061.0,3911.0
2829,245.49,2.55,-6.47,2393.99,25230.0,63137.0
2830,254.18,2.52,5.5,-2155.55,25211.0,4019.0
2831,231.91,2.55,-5.28,1655.15,25374.0,62460.0
2832,252.92,2.52,3.0,-1182.36,25344.0,3625.0
2833,227.33,2.54,-2.91,640.72,25464.0,61998.0
2834,259.97,2.52,0.29,41.07,25333.0,324.0
2835,652.88,2.52,0.5,7814.36,4.2949673E9,25.0
2836,624.55,2.52,39.57,-8386.0,141.0,3627.0
2837,620.73,2.72,-2.36,7913.95,747.0,4221.0
2838,620.02,2.71,37.21,-7904.61,1770.0,4101.0
2839,611.89,2.9,-2.31,7370.0,3204.0,3696.0
2840,628.63,2.89,34.54,-7012.02,5051.0,5161.0
2841,616.53,3.06,-0.52,6424.56,7319.0,4822.0
2842,600.78,3.06,31.6,-6734.25,9999.0,5231.0
2843,593.5,3.21,-2.07,6272.59,13103.0,6196.0
2844,595.05,3.2,29.29,-6220.89,16462.0,2775.0
2845,556.4,3.35,-1.81,5155.16,19781.0,65409.0
2846,525.32,3.34,23.96,-5758.72,22905.0,210.0
2847,494.49,3.46,-4.83,4902.53,25666.0,123.0
2848,448.13,3.44,19.68,-5781.39,28131.0,64975.0
2849,444.68,3.53,-9.23,5515.6,30251.0,65444.0
2850,420.51,3.49,18.35,-5906.74,32055.0,64503.0
2851,416.85,3.58,-11.18,5650.06,33508.0,64881.0
2852,402.39,3.52,17.07,-5827.51,34640.0,64172.0
2853,411.33,3.61,-12.07,5835.56,35420.0,64211.0
2854,394.97,3.55,17.11,-6042.0,35986.0,63552.0
2855,400.75,3.63,-13.1,5986.6,36087.0,62195.0
2856,378.75,3.57,16.83,-6295.67,36092.0,3550.0
2857,379.87,3.65,-14.65,6149.82,36245.0,61951.0
2858,351.88,3.58,16.1,-6563.12,36233.0,3712.0
2859,335.08,3.66,-16.71,6065.98,36379.0,62771.0
2860,308.61,3.58,13.62,-6428.13,36354.0,3327.0
2861,285.95,3.65,-18.52,5838.73,36496.0,62088.0
2862,273.91,3.55,10.67,-5894.3,36443.0,63734.0
2863,272.56,3.61,-18.8,5760.66,36282.0,61736.0
2864,280.87,3.51,10.0,-5406.42,35940.0,2721.0
2865,303.0,3.56,-17.03,5749.06,35806.0,61457.0
2866,325.2,3.48,11.71,-5134.81,35455.0,2410.0
2867,354.87,3.54,-13.96,5610.98,35316.0,61671.0
2868,368.89,3.47,14.1,-5190.93,34949.0,2711.0
2869,393.09,3.54,-11.86,5534.03,34807.0,62829.0
2870,386.77,3.48,15.81,-5541.86,34625.0,2821.0
2871,399.16,3.56,-11.9,5631.64,34780.0,62413.0
2872,377.92,3.5,16.26,-5937.49,34894.0,3742.0
2873,374.19,3.58,-13.43,5700.3,35254.0,62860.0
2874,344.98,3.51,15.07,-6150.34,35368.0,4088.0
2875,324.57,3.59,-15.68,5591.45,35739.0,63034.0
2876,301.43,3.51,12.28,-5897.37,35841.0,63888.0
2877,290.03,3.57,-17.21,5546.6,35765.0,61726.0
2878,287.31,3.48,10.53,-5429.07,35432.0,2433.0
2879,299.56,3.54,-16.62,5568.97,35309.0,61907.0
2880,311.0,3.45,11.22,-5173.98,35044.0,3079.0
2881,335.24,3.51,-14.65,5546.42,34929.0,61730.0
2882,350.2,3.43,13.09,-5100.75,34649.0,1934.0
2883,376.32,3.5,-12.42,5492.28,34531.0,61513.0
2884,375.98,3.44,15.04,-5374.84,34316.0,2566.0
2885,391.92,3.51,-11.83,5543.19,34378.0,276.0
2886,377.75,3.45,15.89,-5708.39,34514.0,3653.0
2887,385.67,3.53,-12.66,5708.05,34810.0,63194.0
2888,360.0,3.47,15.88,-6094.9,34900.0,3829.0
2889,350.01,3.55,-14.59,5736.31,35188.0,63411.0
2890,326.17,3.48,14.09,-6067.23,35269.0,4016.0
2891,315.17,3.55,-16.24,5706.35,35520.0,64082.0
2892,304.81,3.47,12.29,-5751.19,35470.0,64614.0
2893,300.21,3.53,-16.47,5536.39,35355.0,61925.0
2894,302.55,3.45,11.21,-5325.01,35046.0,2598.0
2895,323.84,3.5,-15.41,5638.69,34975.0,61383.0
2896,335.53,3.42,12.78,-5250.65,34677.0,2695.0
2897,355.01,3.49,-13.47,5512.38,34614.0,61636.0
2898,360.37,3.42,14.09,-5270.49,34320.0,2755.0
2899,381.95,3.49,-12.26,5561.17,34270.0,63595.0
2900,372.48,3.43,15.54,-5628.03,34234.0,3413.0
2901,385.13,3.51,-12.6,5725.61,34462.0,62476.0
2902,367.06,3.44,16.03,-5960.95,34446.0,3475.0
2903,366.81,3.52,-13.77,5795.66,34673.0,62581.0
2904,343.53,3.46,15.2,-6123.53,34713.0,3712.0
2905,338.2,3.53,-15.41,5864.78,34908.0,63081.0
2906,319.77,3.46,13.91,-6079.19,34951.0,4159.0
2907,312.26,3.52,-16.48,5789.9,35150.0,63139.0
2908,305.95,3.44,12.46,-5751.32,35176.0,1320.0
2909,312.52,3.5,-16.29,5758.07,35213.0,61872.0
2910,318.05,3.42,12.5,-5484.61,35011.0,1858.0
2911,337.56,3.49,-14.92,5749.97,34931.0,61270.0
2912,344.17,3.41,13.83,-5468.69,34659.0,2659.0
2913,367.32,3.48,-13.52,5793.62,34581.0,61381.0
2914,367.44,3.41,15.45,-5656.2,34293.0,2363.0
2915,382.46,3.49,-12.83,5802.2,34212.0,62544.0
2916,370.23,3.43,16.18,-5918.56,34122.0,3285.0
2917,380.42,3.51,-13.41,5960.68,34267.0,65140.0
2918,354.35,3.44,16.39,-6348.14,34405.0,3960.0
2919,350.44,3.52,-15.35,6106.1,34772.0,63430.0
2920,325.0,3.44,15.18,-6461.36,34905.0,4028.0
2921,315.13,3.52,-17.13,6112.05,35230.0,63101.0
2922,307.32,3.43,13.43,-6096.89,35206.0,63632.0
2923,310.19,3.5,-17.05,6019.99,35089.0,62121.0
2924,313.63,3.42,13.05,-5780.82,34754.0,2607.0
2925,333.76,3.48,-15.85,6053.02,34684.0,61138.0
2926,341.02,3.4,14.41,-5749.28,34360.0,2147.0
2927,363.01,3.47,-14.34,6044.94,34295.0,60930.0
2928,364.1,3.4,15.89,-5879.76,33997.0,1689.0
2929,374.7,3.48,-13.51,5932.81,34019.0,741.0
2930,367.15,3.42,16.15,-5948.69,34181.0,3122.0
2931,375.94,3.5,-13.59,5962.99,34461.0,62557.0
2932,353.19,3.43,16.23,-6282.1,34563.0,4646.0
2933,350.66,3.51,-15.18,6069.3,34839.0,63086.0
2934,329.01,3.43,15.16,-6350.48,34930.0,3306.0
2935,325.25,3.51,-16.59,6123.62,35103.0,62593.0
2936,313.02,3.43,14.03,-6202.22,35072.0,64570.0
2937,318.45,3.5,-16.98,6170.41,34957.0,61705.0
2938,316.71,3.41,13.87,-6035.23,34646.0,2891.0
2939,335.42,3.48,-16.31,6270.69,34547.0,61223.0
2940,337.39,3.4,15.05,-6068.3,34225.0,2547.0
2941,359.19,3.47,-15.3,6353.92,34120.0,62354.0
2942,356.16,3.4,16.47,-6261.61,33964.0,3382.0
2943,370.81,3.48,-14.83,6389.84,34046.0,62427.0
2944,359.11,3.41,17.11,-6475.41,33993.0,3642.0
2945,373.69,3.49,-15.26,6595.79,34183.0,63565.0
2946,355.21,3.42,17.72,-6812.65,34149.0,3804.0
2947,356.54,3.5,-16.35,6661.96,34347.0,62906.0
2948,339.09,3.42,16.96,-6847.45,34315.0,3729.0
2949,341.4,3.51,-17.27,6724.02,34526.0,63692.0
2950,327.37,3.42,16.35,-6831.89,34505.0,3005.0
2951,327.38,3.5,-17.81,6668.59,34723.0,63126.0
2952,319.58,3.41,15.53,-6646.4,34750.0,3916.0
2953,325.44,3.49,-17.7,6608.39,34935.0,62820.0
2954,327.96,3.4,15.34,-6380.99,34901.0,461.0
2955,342.99,3.48,-16.57,6528.1,34740.0,61593.0
2956,342.3,3.4,16.07,-6376.24,34435.0,2363.0
2957,364.03,3.48,-15.81,6650.12,34305.0,60925.0
2958,359.78,3.4,17.44,-6577.09,33989.0,1976.0
2959,367.36,3.48,-15.44,6554.27,33956.0,1633.0
2960,356.17,3.41,17.33,-6623.51,34128.0,3884.0
2961,362.69,3.49,-15.79,6580.48,34451.0,63556.0
2962,337.16,3.42,17.12,-6933.13,34560.0,4073.0
2963,334.35,3.5,-17.55,6705.82,34877.0,62665.0
2964,317.84,3.41,15.98,-6860.66,34969.0,64888.0
2965,319.72,3.49,-18.32,6738.58,34948.0,61863.0
2966,312.28,3.4,15.37,-6704.22,34724.0,2362.0
2967,326.25,3.48,-18.15,6830.03,34722.0,61494.0
2968,325.66,3.39,16.0,-6660.37,34508.0,1856.0
2969,343.01,3.47,-17.3,6847.44,34517.0,61718.0
2970,342.66,3.38,16.93,-6681.45,34309.0,2192.0
2971,359.58,3.47,-16.47,6850.65,34328.0,62398.0
2972,354.16,3.38,17.78,-6794.36,34124.0,2853.0
2973,367.93,3.47,-16.19,6891.89,34156.0,61779.0
2974,356.51,3.39,18.27,-6958.27,33958.0,2619.0
2975,366.07,3.48,-16.53,6966.69,34001.0,62267.0
2976,347.85,3.4,18.31,-7165.8,33913.0,3582.0
2977,351.54,3.49,-17.52,7056.51,34084.0,62055.0
2978,333.34,3.4,17.76,-7245.35,34064.0,3088.0
2979,335.31,3.49,-18.46,7107.2,34195.0,61819.0
2980,322.55,3.4,17.07,-7177.65,34160.0,3638.0
2981,328.24,3.49,-18.82,7120.69,34287.0,62626.0
2982,324.35,3.39,16.79,-7010.33,34243.0,3306.0
2983,335.84,3.48,-18.27,7072.22,34367.0,62003.0
2984,334.5,3.38,17.1,-6916.36,34309.0,3444.0
2985,350.1,3.47,-17.49,7057.46,34432.0,62263.0
2986,346.6,3.38,17.8,-6952.71,34360.0,3012.0
2987,360.78,3.47,-16.96,7058.35,34476.0,62596.0
2988,351.89,3.39,18.33,-7066.5,34391.0,3555.0
2989,363.35,3.48,-17.0,7112.47,34503.0,62568.0
2990,347.94,3.39,18.56,-7250.8,34409.0,3220.0
2991,354.62,3.49,-17.69,7198.86,34520.0,61495.0
2992,337.99,3.4,18.3,-7354.5,34421.0,3710.0
2993,339.39,3.49,-18.47,7199.58,34544.0,62419.0
2994,323.41,3.4,17.53,-7334.45,34454.0,3107.0
2995,325.02,3.48,-19.15,7191.29,34590.0,62140.0
2996,316.7,3.39,16.81,-7166.19,34500.0,3431.0
2997,321.7,3.47,-19.02,7098.21,34648.0,62063.0
2998,319.04,3.38,16.47,-6961.26,34566.0,3378.0
2999,330.3,3.46,-18.34,7021.67,34722.0,63192.0
3000,333.12,3.37,16.77,-6781.82,34572.0,2355.0
3001,350.84,3.45,-17.14,6968.52,34411.0,61597.0
3002,349.24,3.37,17.7,-6829.23,34108.0,2368.0
3003,368.97,3.45,-16.44,7046.87,33959.0,61533.0
3004,361.04,3.37,18.79,-7041.13,33643.0,2373.0
3005,364.0,3.47,-16.41,6912.56,33725.0,64068.0
3006,353.76,3.38,18.15,-6953.31,33850.0,3999.0
3007,352.2,3.47,-16.62,6740.52,34128.0,62765.0
3008,331.91,3.39,17.09,-6980.11,34210.0,4337.0
3009,326.98,3.48,-17.81,6710.74,34481.0,63287.0
3010,311.11,3.39,15.74,-6849.95,34553.0,4132.0
3011,311.0,3.47,-18.51,6690.31,34791.0,63588.0
3012,314.92,3.37,14.94,-6426.91,34649.0,2754.0
3013,324.73,3.45,-17.19,6473.72,34531.0,61640.0
3014,331.8,3.36,15.18,-6160.27,34201.0,2482.0
3015,352.98,3.44,-15.63,6432.08,34096.0,61714.0
3016,353.9,3.36,16.53,-6257.37,33770.0,2685.0
3017,374.34,3.44,-14.75,6500.83,33678.0,64374.0
3018,361.44,3.37,17.75,-6611.45,33615.0,3043.0
3019,374.78,3.46,-15.31,6700.75,33797.0,62727.0
3020,354.7,3.38,18.2,-6949.27,33748.0,3257.0
3021,357.64,3.47,-16.55,6826.17,33931.0,62762.0
3022,337.13,3.39,17.58,-7070.93,33890.0,3061.0
3023,334.34,3.48,-17.77,6839.27,34082.0,63879.0
3024,318.36,3.39,16.42,-6981.15,34046.0,3828.0
3025,319.36,3.47,-18.48,6836.96,34249.0,62146.0
3026,311.77,3.38,15.7,-6803.92,34264.0,3679.0
3027,319.28,3.46,-18.32,6797.06,34433.0,62785.0
3028,319.18,3.37,15.67,-6615.83,34453.0,3869.0
3029,335.14,3.44,-17.41,6778.25,34576.0,61637.0
3030,337.44,3.36,16.48,-6558.1,34419.0,1289.0
3031,358.71,3.44,-16.31,6818.62,34295.0,61907.0
3032,354.23,3.36,17.78,-6745.21,33993.0,2088.0
3033,373.49,3.45,-15.94,6952.59,33879.0,61707.0
3034,363.66,3.37,18.82,-6989.7,33566.0,2890.0
3035,362.13,3.46,-16.13,6771.01,33675.0,62910.0
3036,351.87,3.38,17.73,-6815.1,33775.0,4099.0
3037,346.56,3.47,-16.35,6531.78,34054.0,63041.0
3038,324.29,3.39,16.31,-6813.83,34112.0,4212.0
3039,317.29,3.47,-17.76,6510.82,34383.0,62888.0
3040,302.83,3.38,14.8,-6622.51,34433.0,3913.0
3041,301.87,3.45,-18.32,6455.3,34700.0,62499.0
3042,310.96,3.36,13.96,-6090.19,34544.0,2989.0
3043,321.72,3.43,-16.49,6165.74,34408.0,61421.0
3044,331.75,3.35,14.34,-5800.28,34069.0,2388.0
3045,355.46,3.42,-14.66,6131.17,33980.0,61693.0
3046,357.41,3.35,15.99,-5945.54,33648.0,2869.0
3047,379.29,3.43,-13.74,6223.3,33571.0,63283.0
3048,365.27,3.36,17.38,-6366.39,33481.0,3605.0
3049,379.72,3.45,-14.45,6481.54,33678.0,62948.0
3050,356.96,3.37,17.96,-6792.19,33655.0,3611.0
3051,358.84,3.46,-16.0,6650.17,33806.0,62056.0
3052,336.79,3.38,17.25,-6931.01,33799.0,3969.0
3053,330.71,3.47,-17.41,6636.94,33945.0,62421.0
3054,312.98,3.38,15.78,-6817.58,33924.0,2976.0
3055,312.72,3.46,-18.31,6654.69,34067.0,62494.0
3056,306.53,3.37,14.96,-6595.43,34038.0,3579.0
3057,314.68,3.45,-18.02,6608.82,34176.0,62424.0
3058,316.68,3.36,15.03,-6388.55,34132.0,3449.0
3059,335.05,3.43,-16.91,6605.68,34273.0,62189.0
3060,337.25,3.35,16.11,-6392.57,34210.0,3804.0
3061,358.87,3.43,-15.85,6663.82,34283.0,61717.0
3062,355.64,3.35,17.47,-6569.82,34137.0,3273.0
3063,366.69,3.43,-15.38,6616.05,34201.0,62071.0
3064,355.17,3.36,17.7,-6692.65,34061.0,3028.0
3065,368.36,3.45,-15.76,6779.4,34135.0,62166.0
3066,347.64,3.37,18.13,-7036.19,33998.0,3471.0
3067,347.75,3.46,-17.05,6857.09,34085.0,62297.0
3068,327.94,3.37,17.24,-7082.75,33954.0,2985.0
3069,324.74,3.46,-18.17,6846.18,34053.0,61645.0
3070,308.92,3.37,16.06,-6980.66,33927.0,2803.0
3071,311.19,3.45,-18.85,6865.34,34035.0,62324.0
3072,307.55,3.35,15.48,-6749.55,33912.0,3542.0
3073,317.07,3.43,-18.27,6785.03,34036.0,62196.0
3074,320.42,3.34,15.66,-6535.29,33945.0,3573.0
3075,339.7,3.42,-17.02,6764.26,34030.0,62010.0
3076,341.25,3.33,16.8,-6563.1,33965.0,4001.0
3077,359.46,3.42,-16.01,6759.44,34049.0,62101.0
3078,354.0,3.34,17.78,-6708.57,33972.0,3556.0
3079,369.56,3.43,-15.76,6841.82,34053.0,62306.0
3080,354.68,3.35,18.45,-6981.69,33962.0,3451.0
3081,363.69,3.44,-16.46,6977.36,34041.0,62035.0
3082,344.19,3.36,18.43,-7202.81,33936.0,3190.0
3083,344.64,3.45,-17.59,7027.51,34012.0,61925.0
3084,325.4,3.36,17.55,-7236.39,33889.0,3274.0
3085,323.97,3.45,-18.63,7032.15,33964.0,61806.0
3086,311.57,3.36,16.53,-7093.73,33831.0,3026.0
3087,314.31,3.44,-18.94,6983.13,33903.0,61692.0
3088,312.04,3.34,15.98,-6839.16,33769.0,3030.0
3089,324.09,3.42,-18.22,6920.36,33853.0,61658.0
3090,325.84,3.33,16.38,-6703.2,33723.0,3344.0
3091,343.78,3.42,-17.13,6898.27,33819.0,62026.0
3092,344.38,3.33,17.36,-6714.91,33696.0,3769.0
3093,361.16,3.42,-16.22,6876.96,33804.0,61839.0
3094,354.83,3.34,18.17,-6841.39,33684.0,2597.0
3095,368.68,3.43,-16.04,6936.62,33803.0,61517.0
3096,353.21,3.35,18.65,-7085.57,33687.0,3472.0
3097,359.96,3.44,-16.78,7034.05,33818.0,62766.0
3098,341.35,3.36,18.39,-7238.44,33712.0,3694.0
3099,342.59,3.45,-17.8,7079.43,33828.0,62833.0
3100,323.72,3.36,17.59,-7278.9,33777.0,3760.0
3101,323.15,3.45,-18.8,7091.58,33869.0,62099.0
3102,312.55,3.35,16.66,-7115.51,33799.0,3166.0
3103,317.9,3.44,-18.92,7055.96,33886.0,62551.0
3104,314.6,3.34,16.36,-6932.85,33806.0,3690.0
3105,328.74,3.42,-18.31,7052.12,33891.0,62434.0
3106,328.27,3.33,16.95,-6878.37,33797.0,2992.0
3107,346.14,3.42,-17.44,7066.12,33879.0,62408.0
3108,344.52,3.33,17.89,-6924.16,33770.0,2865.0
3109,360.8,3.42,-16.73,7070.75,33850.0,61651.0
3110,352.78,3.33,18.63,-7063.76,33724.0,3394.0
3111,365.36,3.43,-16.69,7129.06,33801.0,62063.0
3112,349.26,3.34,18.95,-7284.14,33666.0,3239.0
3113,356.81,3.44,-17.47,7245.58,33741.0,62338.0
3114,338.38,3.35,18.76,-7439.44,33602.0,3430.0
3115,340.63,3.45,-18.44,7296.75,33690.0,62143.0
3116,323.61,3.35,18.05,-7452.68,33559.0,2773.0
3117,326.17,3.44,-19.22,7323.39,33656.0,61922.0
3118,314.58,3.35,17.4,-7363.06,33532.0,2564.0
3119,320.79,3.43,-19.41,7313.23,33640.0,61741.0
3120,320.52,3.34,17.15,-7124.38,33517.0,3905.0
3121,340.4,3.42,-18.47,7350.27,33640.0,61611.0
3122,337.38,3.33,18.28,-7225.89,33522.0,3302.0
3123,347.05,3.42,-17.85,7236.42,33632.0,62086.0
3124,345.66,3.33,18.33,-7085.69,33572.0,3601.0
3125,366.84,3.42,-17.1,7325.91,33654.0,61962.0
3126,353.43,3.34,19.53,-7423.06,33578.0,3316.0
3127,363.29,3.44,-17.58,7424.89,33655.0,62179.0
3128,347.6,3.35,19.54,-7562.91,33565.0,3267.0
3129,355.45,3.45,-18.27,7524.54,33645.0,62191.0
3130,336.07,3.36,19.35,-7729.46,33542.0,2660.0
3131,340.43,3.45,-19.3,7623.05,33612.0,62475.0
3132,322.39,3.36,18.82,-7790.77,33582.0,3630.0
3133,324.33,3.45,-20.13,7641.24,33744.0,62583.0
3134,313.1,3.35,18.07,-7664.51,33707.0,4045.0
3135,322.46,3.44,-20.25,7671.02,33866.0,62362.0
3136,318.64,3.34,18.1,-7544.89,33811.0,3925.0
3137,331.75,3.43,-19.62,7626.0,33966.0,62793.0
3138,329.79,3.33,18.51,-7468.95,33918.0,3106.0
3139,347.33,3.42,-18.83,7634.73,34085.0,62264.0
3140,340.32,3.33,19.34,-7586.61,34037.0,3865.0
3141,355.05,3.43,-18.59,7687.78,34217.0,62732.0
3142,342.96,3.33,19.85,-7743.63,34176.0,3076.0
3143,356.19,3.43,-18.87,7809.74,34223.0,61583.0
3144,339.03,3.34,20.18,-7964.19,34009.0,2253.0
3145,348.76,3.44,-19.65,7957.05,34045.0,61654.0
3146,330.47,3.34,20.14,-8126.4,33849.0,2388.0
3147,335.0,3.44,-20.49,8015.49,33857.0,61962.0
3148,320.72,3.34,19.59,-8096.15,33714.0,2788.0
3149,324.72,3.44,-20.9,7980.36,33726.0,61577.0
3150,316.36,3.33,19.01,-7938.58,33581.0,3690.0
3151,327.06,3.43,-20.69,7962.54,33597.0,62131.0
3152,323.76,3.32,19.13,-7821.78,33437.0,3326.0
3153,340.83,3.42,-19.98,7971.94,33447.0,61774.0
3154,336.15,3.32,19.88,-7865.64,33276.0,3034.0
3155,357.06,3.42,-19.45,8085.14,33282.0,62140.0
