Sample Number (10000 samples per second),LoadCell (),X1 (),X2 (),X3 (),EPOSPosition (),EPOSCurrent (),Encoder (),Time (ms)
110,48498.85,31.29,4.22,-1608.5,3.0,65533.0,0.0,5586.0
111,48532.0,31.31,-3.82,1419.04,3.0,10.0,0.0,5637.0
112,48505.8,31.29,3.27,-1155.86,3.0,65532.0,0.0,5688.0
113,48518.86,31.31,-2.51,704.2,3.0,65519.0,0.0,5738.0
114,48524.75,31.3,1.01,16.8,3.0,65533.0,0.0,5788.0
115,48508.7,31.3,1.1,-611.91,3.0,65518.0,0.0,5838.0
116,48528.41,31.31,-1.96,815.72,3.0,65519.0,0.0,5889.0
117,48501.75,31.3,2.12,-1000.0,3.0,11.0,0.0,5940.0
118,48548.73,31.31,-2.88,1639.65,3.0,65533.0,0.0,5990.0
119,48487.84,31.29,5.31,-2398.14,3.0,65533.0,0.0,6040.0
120,48547.89,31.32,-6.68,2570.12,3.0,65519.0,0.0,6090.0
121,48465.08,31.29,6.17,-3025.59,3.0,65532.0,0.0,6141.0
122,48569.82,31.32,-8.95,4069.82,3.0,65503.0,0.0,6192.0
123,48472.33,31.27,11.39,-4263.48,3.0,10.0,0.0,6242.0
124,48565.32,31.33,-9.92,3847.36,3.0,11.0,0.0,6292.0
125,48490.67,31.28,9.31,-3310.06,3.0,65519.0,0.0,6343.0
126,48537.28,31.33,-7.24,2256.74,3.0,65534.0,0.0,6393.0
127,48505.34,31.29,4.05,-1371.19,3.0,65532.0,0.0,6444.0
128,48532.84,31.31,-2.81,1103.13,3.0,65532.0,0.0,6494.0
129,48511.07,31.3,2.71,-965.53,3.0,10.0,0.0,6544.0
130,48504.5,31.31,-2.12,155.96,3.0,11.0,0.0,6594.0
131,48548.66,31.3,-1.34,1378.42,3.0,65519.0,0.0,6645.0
132,48470.35,31.29,5.55,-2904.2,3.0,11.0,0.0,6695.0
133,48573.95,31.32,-8.97,4055.47,3.0,65519.0,0.0,6746.0
134,48463.01,31.28,11.31,-4584.08,3.0,65530.0,0.0,6797.0
135,48572.57,31.33,-11.61,4559.08,3.0,11.0,0.0,6847.0
136,48471.65,31.27,11.18,-4262.4,3.0,10.0,0.0,6897.0
137,48580.37,31.33,-10.13,4280.86,3.0,65532.0,0.0,6947.0
138,48465.08,31.28,11.28,-4665.53,3.0,65532.0,0.0,6999.0
139,48581.21,31.34,-12.05,4800.88,3.0,65532.0,0.0,7049.0
140,48464.08,31.28,11.95,-4793.65,3.0,65518.0,0.0,7099.0
141,48566.16,31.33,-12.02,4430.47,3.0,65533.0,0.0,7149.0
142,48491.28,31.27,10.14,-3420.31,3.0,65519.0,0.0,7199.0
143,48539.72,31.33,-6.97,2239.84,3.0,65519.0,0.0,7250.0
144,48506.64,31.29,4.23,-1437.4,3.0,10.0,0.0,7301.0
145,48528.11,31.31,-2.95,974.12,3.0,65532.0,0.0,7351.0
146,48516.95,31.3,1.92,-558.98,3.0,65533.0,0.0,7401.0
147,48507.63,31.31,-0.88,-115.43,3.0,65533.0,0.0,7452.0
148,48543.85,31.3,-1.45,1176.37,3.0,65519.0,0.0,7502.0
149,48501.14,31.3,4.43,-1815.23,3.0,65532.0,0.0,7553.0
150,48536.66,31.32,-4.65,1618.65,3.0,65532.0,0.0,7603.0
151,48509.92,31.29,3.44,-1183.98,3.0,65519.0,0.0,7654.0
152,48543.85,31.31,-2.48,1216.7,3.0,11.0,0.0,7704.0
153,48499.84,31.3,3.61,-1685.16,3.0,65533.0,0.0,7754.0
154,48552.17,31.32,-4.82,2083.89,3.0,65532.0,0.0,7804.0
155,48483.95,31.29,5.6,-2595.61,3.0,11.0,0.0,7855.0
156,48561.87,31.32,-7.38,3134.08,3.0,65534.0,0.0,7906.0
157,48476.54,31.28,8.29,-3446.58,3.0,65519.0,0.0,7956.0
158,48561.57,31.33,-8.94,3534.57,3.0,65533.0,0.0,8006.0
159,48479.36,31.28,8.73,-3416.02,3.0,65519.0,0.0,8056.0
160,48574.64,31.32,-8.35,3678.71,3.0,65489.0,0.0,8108.0
161,48461.18,31.28,10.05,-4438.18,3.0,65532.0,0.0,8158.0
162,48572.19,31.33,-12.14,4712.01,3.0,10.0,0.0,8208.0
163,48485.4,31.27,11.42,-3939.84,3.0,65532.0,0.0,8258.0
164,48542.09,31.33,-8.28,2652.54,3.0,10.0,0.0,8308.0
165,48505.42,31.29,4.98,-1632.91,3.0,65532.0,0.0,8359.0
166,48551.18,31.31,-3.18,1607.91,3.0,11.0,0.0,8410.0
167,48493.42,31.3,4.85,-2233.89,3.0,11.0,0.0,8460.0
168,48539.03,31.32,-6.31,2154.39,3.0,65532.0,0.0,8510.0
169,48526.73,31.29,4.46,-969.24,3.0,65533.0,0.0,8561.0
170,48505.87,31.31,-0.39,-537.01,3.0,8.0,0.0,8611.0
171,48551.49,31.31,-3.07,1685.45,3.0,65533.0,0.0,8662.0
172,48486.32,31.29,5.35,-2508.4,3.0,11.0,0.0,8712.0
173,48550.03,31.32,-7.19,2750.59,3.0,65534.0,0.0,8763.0
174,48500.6,31.29,6.56,-2249.8,3.0,65532.0,0.0,8813.0
175,48541.17,31.32,-4.68,1710.94,3.0,10.0,0.0,8863.0
176,48504.19,31.29,3.87,-1513.87,3.0,65503.0,0.0,8913.0
177,48548.81,31.31,-3.7,1690.23,3.0,65533.0,0.0,8964.0
178,48508.93,31.3,4.75,-1759.18,3.0,10.0,0.0,9015.0
179,48527.73,31.32,-4.04,1088.38,3.0,11.0,0.0,9065.0
180,48548.12,31.3,1.4,341.11,3.0,11.0,0.0,9115.0
181,48485.17,31.31,3.1,-2143.16,3.0,65519.0,0.0,9165.0
182,48546.82,31.32,-7.61,2815.23,3.0,65534.0,0.0,9217.0
183,48527.96,31.28,6.46,-1460.16,3.0,65534.0,0.0,9267.0
184,48502.13,31.32,-0.84,-620.31,3.0,65532.0,0.0,9317.0
185,48543.92,31.31,-3.94,1749.61,3.0,65532.0,0.0,9367.0
186,48501.44,31.29,4.81,-1829.79,3.0,65533.0,0.0,9418.0
187,48526.2,31.32,-4.34,1288.09,3.0,65532.0,0.0,9468.0
188,48501.21,31.29,2.1,-910.94,3.0,65533.0,0.0,9519.0
189,48557.14,31.3,-2.45,1788.18,3.0,11.0,0.0,9569.0
190,48482.19,31.29,6.49,-2962.99,3.0,65532.0,0.0,9619.0
191,48585.41,31.32,-8.33,3916.02,3.0,11.0,0.0,9670.0
192,48468.75,31.28,11.25,-4729.49,3.0,65533.0,0.0,9720.0
